우편번호,일련번호,시도,시군구,읍면동,리,도서,번지,아파트/건물명
110742,003,서울특별시,종로구,운니동,,,,삼환빌딩
110795,003,서울특별시,종로구,운니동,,,,가든타워
110450,001,서울특별시,종로구,원남동,,,,
110750,003,서울특별시,종로구,원남동,,,,보령빌딩
110280,001,서울특별시,종로구,원서동,,,,
110500,001,서울특별시,종로구,이화동,,,,
110340,001,서울특별시,종로구,익선동,,,,
110290,001,서울특별시,종로구,인사동,,,,
110741,003,서울특별시,종로구,인사동,,,,대일빌딩
110778,003,서울특별시,종로구,인사동,,,,태화빌딩
110794,003,서울특별시,종로구,인사동,,,,하나로빌딩
110410,001,서울특별시,종로구,인의동,,,,
110717,003,서울특별시,종로구,인의동,,,,동원회관빌딩
110780,003,서울특별시,종로구,인의동,,,,인의빌딩
110712,007,서울특별시,종로구,인의동,,,,선거연수원
110711,007,서울특별시,종로구,인의동,,,,서울혜화경찰서
110890,013,서울특별시,종로구,인의동,,,,효성주얼리시티
110891,013,서울특별시,종로구,인의동,,,,경찰공제회
110430,001,서울특별시,종로구,장사동,,,,
110250,001,서울특별시,종로구,재동,,,,
110052,001,서울특별시,종로구,적선동,,,,
110756,003,서울특별시,종로구,적선동,,,,적선현대빌딩
110751,003,서울특별시,종로구,적선동,,,,한국생산성본부
110121,001,서울특별시,종로구,종로1가,,,,
110764,003,서울특별시,종로구,종로1가,,,,농협1가지점
110714,003,서울특별시,종로구,종로1가,,,,교보생명빌딩
110888,013,서울특별시,종로구,종로1가,,,,르메이에르종로타운
110772,003,서울특별시,종로구,종로2가,,,,와이비엠
110122,001,서울특별시,종로구,종로2가,,,,
110753,003,서울특별시,종로구,종로2가,,,,YMCA
110789,003,서울특별시,종로구,종로2가,,,,종로타워
110773,003,서울특별시,종로구,종로2가,,,,미려빌딩
110123,001,서울특별시,종로구,종로3가,,,,
110124,001,서울특별시,종로구,종로4가,,,,
110853,001,서울특별시,종로구,종로4가,,,1~125,
110852,001,서울특별시,종로구,종로4가,,,126~188,
110125,001,서울특별시,종로구,종로5가,,,,
110835,001,서울특별시,종로구,종로5가,,,1~124,
110836,001,서울특별시,종로구,종로5가,,,125~503,
110126,001,서울특별시,종로구,종로6가,,,,
110784,003,서울특별시,종로구,종로6가,,,,동대문종합시장
110150,001,서울특별시,종로구,중학동,,,,
110034,001,서울특별시,종로구,창성동,,,,
110541,001,서울특별시,종로구,창신1동,,,,
110840,001,서울특별시,종로구,창신1동,,,131~309,
110842,001,서울특별시,종로구,창신1동,,,416~526,
110841,001,서울특별시,종로구,창신1동,,,310~415,
110838,001,서울특별시,종로구,창신1동,,,72~130,
110757,002,서울특별시,종로구,창신1동,,,,두산아파트
110542,001,서울특별시,종로구,창신2동,,,,
110855,001,서울특별시,종로구,창신2동,,,561~579,
110837,001,서울특별시,종로구,창신2동,,,23,
110839,011,서울특별시,종로구,창신2동,,,595-1~595-284,
110837,021,서울특별시,종로구,창신2동,,,596~633,
110837,011,서울특별시,종로구,창신2동,,,583~594,
110855,011,서울특별시,종로구,창신2동,,,687-1~687-50,
110854,001,서울특별시,종로구,창신2동,,,527~560,
110843,001,서울특별시,종로구,창신2동,,,634~686,
110843,011,서울특별시,종로구,창신2동,,,688~700,
110543,001,서울특별시,종로구,창신3동,,,,
110771,002,서울특별시,종로구,창신3동,,,,쌍용아파트
110861,011,서울특별시,종로구,창신3동,,,1~22,
110540,001,서울특별시,종로구,창신동,,,,
110030,001,서울특별시,종로구,청운동,,,,
110130,001,서울특별시,종로구,청진동,,,,
110045,001,서울특별시,종로구,체부동,,,,
110490,001,서울특별시,종로구,충신동,,,,
110844,001,서울특별시,종로구,충신동,,,1~60,
110845,001,서울특별시,종로구,충신동,,,61~215,
110040,001,서울특별시,종로구,통의동,,,,
110043,001,서울특별시,종로구,통인동,,,,
110220,001,서울특별시,종로구,팔판동,,,,
110102,001,서울특별시,종로구,평동,,,,
110747,003,서울특별시,종로구,평동,,,,적십자병원
110746,003,서울특별시,종로구,평동,,,,강북삼성병원
110012,001,서울특별시,종로구,평창동,,,,
110848,001,서울특별시,종로구,평창동,,,400~529,
110847,001,서울특별시,종로구,평창동,,,151~399,
110846,001,서울특별시,종로구,평창동,,,1~150,
110849,001,서울특별시,종로구,평창동,,,530~599,
110044,001,서울특별시,종로구,필운동,,,,
110735,005,서울특별시,종로구,필운동,,,,배화여자대학
110091,001,서울특별시,종로구,행촌동,,,,
110530,001,서울특별시,종로구,혜화동,,,,
110758,005,서울특별시,종로구,혜화동,,,,가톨릭대학교성신교정
110020,001,서울특별시,종로구,홍지동,,,,
110743,005,서울특별시,종로구,홍지동,,,,상명대학교
110092,001,서울특별시,종로구,홍파동,,,,
110210,001,서울특별시,종로구,화동,,,,
110033,001,서울특별시,종로구,효자동,,,,
110480,001,서울특별시,종로구,효제동,,,,
110851,001,서울특별시,종로구,효제동,,,236~255,
110850,001,서울특별시,종로구,효제동,,,1~233,
110400,001,서울특별시,종로구,훈정동,,,,
110602,006,서울특별시,종로구,,,,200~299,광화문우체국사서함
110607,006,서울특별시,종로구,,,,700~799,광화문우체국사서함
110609,006,서울특별시,종로구,,,,900~999,광화문우체국사서함
110618,006,서울특별시,종로구,,,,1800~1899,광화문우체국사서함
110617,006,서울특별시,종로구,,,,1700~1799,광화문우체국사서함
110616,006,서울특별시,종로구,,,,1600~1699,광화문우체국사서함
110615,006,서울특별시,종로구,,,,1500~1599,광화문우체국사서함
110614,006,서울특별시,종로구,,,,1400~1499,광화문우체국사서함
110613,006,서울특별시,종로구,,,,1300~1399,광화문우체국사서함
110612,006,서울특별시,종로구,,,,1200~1299,광화문우체국사서함
110611,006,서울특별시,종로구,,,,1100~1199,광화문우체국사서함
110610,006,서울특별시,종로구,,,,1000~1099,광화문우체국사서함
110619,006,서울특별시,종로구,,,,1900~2000,광화문우체국사서함
110608,006,서울특별시,종로구,,,,800~899,광화문우체국사서함
110601,006,서울특별시,종로구,,,,100~199,광화문우체국사서함
110604,006,서울특별시,종로구,,,,400~499,광화문우체국사서함
110605,006,서울특별시,종로구,,,,500~599,광화문우체국사서함
110600,006,서울특별시,종로구,,,,1~99,광화문우체국사서함
110606,006,서울특별시,종로구,,,,600~699,광화문우체국사서함
110603,006,서울특별시,종로구,,,,300~399,광화문우체국사서함
110620,056,서울특별시,종로구,,,,2001~2099,광화문우체국사서함
110622,056,서울특별시,종로구,,,,2200~2299,광화문우체국사서함
110624,056,서울특별시,종로구,,,,2400~2499,광화문우체국사서함
110623,056,서울특별시,종로구,,,,2300~2399,광화문우체국사서함
110621,056,서울특별시,종로구,,,,2100~2199,광화문우체국사서함
100411,001,서울특별시,중구,광희동1가,,,,
100710,003,서울특별시,중구,광희동1가,,,,광희빌딩
100412,001,서울특별시,중구,광희동2가,,,,
100091,001,서울특별시,중구,남대문로1가,,,,
100757,003,서울특별시,중구,남대문로1가,,,,신한은행광교빌딩
100092,001,서울특별시,중구,남대문로2가,,,,
100703,003,서울특별시,중구,남대문로2가,,,,국민은행본점빌딩
100770,003,서울특별시,중구,남대문로2가,,,,한진빌딩
100093,001,서울특별시,중구,남대문로3가,,,,
100794,003,서울특별시,중구,남대문로3가,,,,한국은행건물
100094,001,서울특별시,중구,남대문로4가,,,,
100743,007,서울특별시,중구,남대문로4가,,,,상공회의소회관
100095,001,서울특별시,중구,남대문로5가,,,,
100708,007,서울특별시,중구,남대문로5가,,,,서울남대문경찰서
100714,003,서울특별시,중구,남대문로5가,,,,서울스퀘어
100740,003,서울특별시,중구,남대문로5가,,,,대우재단
100753,003,서울특별시,중구,남대문로5가,,,,연세세브란스빌딩
100788,003,서울특별시,중구,남대문로5가,,,,한화생명빌딩
100803,001,서울특별시,중구,남대문로5가,,,561~815,
100802,001,서울특별시,중구,남대문로5가,,,121~560,
100801,001,서울특별시,중구,남대문로5가,,,81~120,
100800,001,서울특별시,중구,남대문로5가,,,1~80,
100790,013,서울특별시,중구,남대문로5가,,,,(주)엘지유플러스
100749,003,서울특별시,중구,남대문로5가,,,,CJ빌딩
100741,003,서울특별시,중구,남대문로5가,,,,서울시티타워빌딩
100722,003,서울특별시,중구,남대문로5가,,,,GS역전타워
100711,003,서울특별시,중구,남대문로5가,,,,SK남산그린빌딩
100704,003,서울특별시,중구,남대문로5가,,,,단암빌딩
100998,013,서울특별시,중구,남대문로5가,,,,YTN빌딩
100958,013,서울특별시,중구,남대문로5가,,,,STX남산타워
100041,001,서울특별시,중구,남산동1가,,,,
100042,001,서울특별시,중구,남산동2가,,,,
100043,001,서울특별시,중구,남산동3가,,,,
100060,001,서울특별시,중구,남창동,,,,
100804,001,서울특별시,중구,남창동,,,1~60,
100805,001,서울특별시,중구,남창동,,,61~160,
100798,003,서울특별시,중구,남창동,,,,삼선빌딩
100778,003,서울특별시,중구,남창동,,,,롯데손해보험빌딩
100806,001,서울특별시,중구,남창동,,,161~236,
100260,001,서울특별시,중구,남학동,,,,
100795,007,서울특별시,중구,남학동,,,,중부세무서
100180,001,서울특별시,중구,다동,,,,
100371,001,서울특별시,중구,만리동1가,,,,
100808,001,서울특별시,중구,만리동1가,,,51~57,
100807,001,서울특별시,중구,만리동1가,,,1~50,
100372,001,서울특별시,중구,만리동2가,,,,
100021,001,서울특별시,중구,명동1가,,,,
100022,001,서울특별시,중구,명동2가,,,,
100810,001,서울특별시,중구,명동2가,,,34~105,
100809,001,서울특별시,중구,명동2가,,,1~33,
100170,001,서울특별시,중구,무교동,,,,
100775,007,서울특별시,중구,무교동,,,,한국정보화진흥원
100772,003,서울특별시,중구,무교동,,,,코오롱빌딩
100777,052,서울특별시,중구,무교동,,,,여성가족부
100420,001,서울특별시,중구,무학동,,,,
100380,001,서울특별시,중구,묵정동,,,,
100320,001,서울특별시,중구,방산동,,,,
100812,001,서울특별시,중구,방산동,,,71~130,
100811,001,서울특별시,중구,방산동,,,1~70,
100161,001,서울특별시,중구,봉래동1가,,,,
100162,001,서울특별시,중구,봉래동2가,,,,
100080,001,서울특별시,중구,북창동,,,,
100340,001,서울특별시,중구,산림동,,,,
100200,001,서울특별시,중구,삼각동,,,,
100110,001,서울특별시,중구,서소문동,,,,
100735,003,서울특별시,중구,서소문동,,,,대한빌딩
100736,003,서울특별시,중구,서소문동,,,,동화빌딩
100738,003,서울특별시,중구,서소문동,,,,배재빌딩
100752,003,서울특별시,중구,서소문동,,,,신아빌딩
100814,001,서울특별시,중구,서소문동,,,55~120,
100813,001,서울특별시,중구,서소문동,,,1~54,
100765,003,서울특별시,중구,서소문동,,,,장안빌딩
100764,003,서울특별시,중구,서소문동,,,,부영빌딩
100739,007,서울특별시,중구,서소문동,,,,시청별관
100737,003,서울특별시,중구,서소문동,,,,올리브타워
100070,001,서울특별시,중구,소공동,,,,
100718,003,서울특별시,중구,소공동,,,,OCI주식회사
100755,003,서울특별시,중구,소공동,,,,소공동한화빌딩
100721,003,서울특별시,중구,소공동,,,,롯데쇼핑센터빌딩
100230,001,서울특별시,중구,수표동,,,,
100210,001,서울특별시,중구,수하동,,,,
100130,001,서울특별시,중구,순화동,,,,
100773,003,서울특별시,중구,순화동,,,,에스원빌딩
100759,003,서울특별시,중구,순화동,,,,중앙일보사건물
100732,003,서울특별시,중구,순화동,,,,중앙문화센터빌딩
100731,003,서울특별시,중구,순화동,,,,순화빌딩
100712,003,서울특별시,중구,순화동,,,,에이스타워빌딩
100883,013,서울특별시,중구,순화동,,,,아이엔지센터
100885,011,서울특별시,중구,신당1동,,,193,
100886,011,서울특별시,중구,신당1동,,,204,
100887,011,서울특별시,중구,신당1동,,,213~217,
100888,011,서울특별시,중구,신당1동,,,226~236,
100823,011,서울특별시,중구,신당1동,,,296~302,
100889,011,서울특별시,중구,신당1동,,,249~253,
100890,011,서울특별시,중구,신당1동,,,304,
100891,011,서울특별시,중구,신당1동,,,305~307,
100451,001,서울특별시,중구,신당1동,,,,
100823,001,서울특별시,중구,신당1동,,,239~248,
100822,001,서울특별시,중구,신당1동,,,197~200,
100837,001,서울특별시,중구,신당1동,,,771~778,
100832,001,서울특별시,중구,신당1동,,,387~393,
100452,001,서울특별시,중구,신당2동,,,,
100829,021,서울특별시,중구,신당2동,,,336~338,
100834,021,서울특별시,중구,신당2동,,, 산24,
100834,001,서울특별시,중구,신당2동,,,416~425,
100884,011,서울특별시,중구,신당2동,,,308,
100780,007,서울특별시,중구,신당2동,,,,조세통람사
100776,003,서울특별시,중구,신당2동,,,,유유빌딩
100774,003,서울특별시,중구,신당2동,,,,선일빌딩
100838,001,서울특별시,중구,신당2동,,,821~831,
100835,001,서울특별시,중구,신당2동,,,432,
100834,011,서울특별시,중구,신당2동,,,374~386,
100833,001,서울특별시,중구,신당2동,,,394~415,
100896,011,서울특별시,중구,신당2동,,,295,
100828,001,서울특별시,중구,신당2동,,,353~365,
100893,011,서울특별시,중구,신당2동,,,370~371,
100894,011,서울특별시,중구,신당2동,,,426~431,
100453,001,서울특별시,중구,신당3동,,,,
100827,011,서울특별시,중구,신당3동,,,346,
100895,011,서울특별시,중구,신당3동,,,309,
100779,002,서울특별시,중구,신당3동,,,,남산타운아파트 (22~42동)
100754,002,서울특별시,중구,신당3동,,,,남산타운아파트 (1~21동)
100841,011,서울특별시,중구,신당3동,,,369,
100840,001,서울특별시,중구,신당3동,,,372~373,
100830,001,서울특별시,중구,신당3동,,,366,
100827,001,서울특별시,중구,신당3동,,,349,
100827,021,서울특별시,중구,신당3동,,,367~368,
100454,001,서울특별시,중구,신당4동,,,,
100826,001,서울특별시,중구,신당4동,,,331~335,
100826,011,서울특별시,중구,신당4동,,,340~345,
100761,002,서울특별시,중구,신당4동,,,,약수하이츠아파트
100763,002,서울특별시,중구,신당4동,,,,삼성아파트
100826,021,서울특별시,중구,신당4동,,,347~348,
100825,001,서울특별시,중구,신당4동,,,310~330,
100817,031,서울특별시,중구,신당5동,,,2~12,
100821,001,서울특별시,중구,신당5동,,,161~170,
100820,001,서울특별시,중구,신당5동,,,157~160,
100819,001,서울특별시,중구,신당5동,,,101~156,
100818,001,서울특별시,중구,신당5동,,,65~79,
100817,001,서울특별시,중구,신당5동,,,59,
100789,007,서울특별시,중구,신당5동,,,,도로교통공단
100734,002,서울특별시,중구,신당5동,,,,한진그랑빌아파트 (102~104동)
100836,001,서울특별시,중구,신당5동,,,436~770,
100455,001,서울특별시,중구,신당5동,,,,
100831,011,서울특별시,중구,신당5동,,,52,
100746,012,서울특별시,중구,신당6동,,,,신당푸르지오아파트
100897,011,서울특별시,중구,신당6동,,,48~51,
100456,001,서울특별시,중구,신당6동,,,,
100815,041,서울특별시,중구,신당6동,,, 산16~17,
100815,011,서울특별시,중구,신당6동,,,41~44,
100816,001,서울특별시,중구,신당6동,,,270~273,
100816,051,서울특별시,중구,신당6동,,,61~62,
100816,041,서울특별시,중구,신당6동,,,54~58,
100816,031,서울특별시,중구,신당6동,,,45~47,
100815,021,서울특별시,중구,신당6동,,,832~838,
100781,002,서울특별시,중구,신당6동,,,,현대아파트
100882,011,서울특별시,중구,신당6동,,,846,
100824,021,서울특별시,중구,신당6동,,,282~294,
100816,061,서울특별시,중구,신당6동,,,276~281,
100450,001,서울특별시,중구,신당동,,,,
100400,001,서울특별시,중구,쌍림동,,,,
100290,001,서울특별시,중구,예관동,,,,
100701,007,서울특별시,중구,예관동,,,,중구청
100250,001,서울특별시,중구,예장동,,,,
100751,005,서울특별시,중구,예장동,,,,숭의여자대학
100310,001,서울특별시,중구,오장동,,,,
100191,001,서울특별시,중구,을지로1가,,,,
100782,003,서울특별시,중구,을지로1가,,,,삼성화재빌딩
100719,003,서울특별시,중구,을지로1가,,,,하나은행빌딩
100842,001,서울특별시,중구,을지로1가,,,1~86,
100843,001,서울특별시,중구,을지로1가,,,87~101,
100192,001,서울특별시,중구,을지로2가,,,,
100844,001,서울특별시,중구,을지로2가,,,1~87,
100845,001,서울특별시,중구,을지로2가,,,88~199,
100793,003,서울특별시,중구,을지로2가,,,,외환은행본점
100758,003,서울특별시,중구,을지로2가,,,,중소기업은행본점
100720,003,서울특별시,중구,을지로2가,,,,하나은행별관빌딩
100999,053,서울특별시,중구,을지로2가,,,,SK텔레콤빌딩
100787,013,서울특별시,중구,을지로2가,,,,내외빌딩
100193,001,서울특별시,중구,을지로3가,,,,
100846,001,서울특별시,중구,을지로3가,,,1~118,
100846,011,서울특별시,중구,을지로3가,,,295~360,
100847,001,서울특별시,중구,을지로3가,,,119~291,
100194,001,서울특별시,중구,을지로4가,,,,
100848,001,서울특별시,중구,을지로4가,,,1~207,
100786,003,서울특별시,중구,을지로4가,,,,삼풍상가
100849,001,서울특별시,중구,을지로4가,,,208~310,
100195,001,서울특별시,중구,을지로5가,,,,
100951,003,서울특별시,중구,을지로6가,,,,헬로우APM
100799,003,서울특별시,중구,을지로6가,,,,국립중앙의료원
100762,003,서울특별시,중구,을지로6가,,,,밀리오레상가건물
100730,003,서울특별시,중구,을지로6가,,,,두산타워빌딩
100726,003,서울특별시,중구,을지로6가,,,,케레스타
100851,001,서울특별시,중구,을지로6가,,,18~20,
100850,001,서울특별시,중구,을지로6가,,,1~17,
100196,001,서울특별시,중구,을지로6가,,,,
100729,013,서울특별시,중구,을지로6가,,,,굿모닝시티쇼핑몰
100197,001,서울특별시,중구,을지로7가,,,,
100141,001,서울특별시,중구,의주로1가,,,,
100783,003,서울특별시,중구,의주로1가,,,,바비엥빌딩
100142,001,서울특별시,중구,의주로2가,,,,
100281,001,서울특별시,중구,인현동1가,,,,
100282,001,서울특별시,중구,인현동2가,,,,
100854,001,서울특별시,중구,입정동,,,256~263,
100350,001,서울특별시,중구,입정동,,,,
100852,001,서울특별시,중구,입정동,,,1~204,
100853,001,서울특별시,중구,입정동,,,205~255,
100220,001,서울특별시,중구,장교동,,,,
100760,003,서울특별시,중구,장교동,,,,장교빌딩
100797,003,서울특별시,중구,장교동,,,,한화빌딩
100391,001,서울특별시,중구,장충동1가,,,,
100855,001,서울특별시,중구,장충동2가,,,1~190,
100392,001,서울특별시,중구,장충동2가,,,,
100856,001,서울특별시,중구,장충동2가,,,191~209,
100857,001,서울특별시,중구,장충동2가,,, 산1~14,
100031,001,서울특별시,중구,저동1가,,,,
100769,007,서울특별시,중구,저동1가,,,,남대문세무서
100032,001,서울특별시,중구,저동2가,,,,
100748,003,서울특별시,중구,저동2가,,,,쌍용빌딩
100766,007,서울특별시,중구,저동2가,,,,서울중부경찰서
100120,001,서울특별시,중구,정동,,,,
100784,003,서울특별시,중구,정동,,,,정동빌딩
100785,003,서울특별시,중구,정동,,,,배재정동빌딩
100702,003,서울특별시,중구,정동,,,,경향신문사건물
100330,001,서울특별시,중구,주교동,,,,
100240,001,서울특별시,중구,주자동,,,,
100858,001,서울특별시,중구,중림동,,,1~150,
100859,001,서울특별시,중구,중림동,,,151~627,
100791,003,서울특별시,중구,중림동,,,,한국경제신문사빌딩
100727,002,서울특별시,중구,중림동,,,,삼성사이버아파트
100717,003,서울특별시,중구,중림동,,,,브라운스톤서울
100360,001,서울특별시,중구,중림동,,,,
100953,003,서울특별시,중구,중림동,,,,대우디오센터
100300,001,서울특별시,중구,초동,,,,
100796,003,서울특별시,중구,초동,,,,동부화재보험빌딩
100011,001,서울특별시,중구,충무로1가,,,,
100706,003,서울특별시,중구,충무로1가,,,,고려대연각센터빌딩
100747,003,서울특별시,중구,충무로1가,,,,신세계백화점건물
100709,007,서울특별시,중구,충무로1가,,,,서울중앙우체국
100100,017,서울특별시,중구,충무로1가,,,,서울지방우정청
100860,001,서울특별시,중구,충무로2가,,,1~47,
100861,001,서울특별시,중구,충무로2가,,,48~66,
100012,001,서울특별시,중구,충무로2가,,,,
100013,001,서울특별시,중구,충무로3가,,,,
100705,003,서울특별시,중구,충무로3가,,,,극동빌딩
100862,001,서울특별시,중구,충무로4가,,,1~14,
100862,011,서울특별시,중구,충무로4가,,,130~155,
100713,003,서울특별시,중구,충무로4가,,,,진양상가
100014,001,서울특별시,중구,충무로4가,,,,
100863,001,서울특별시,중구,충무로4가,,,15~128,
100015,001,서울특별시,중구,충무로5가,,,,
100954,003,서울특별시,중구,충정로1가,,,,청양빌딩
100151,001,서울특별시,중구,충정로1가,,,,
100723,003,서울특별시,중구,충정로1가,,,,문화일보사건물
100707,003,서울특별시,중구,충정로1가,,,,농업협동조합중앙회건물
100101,001,서울특별시,중구,태평로1가,,,,
100744,007,서울특별시,중구,태평로1가,,,,서울시청
100750,003,서울특별시,중구,태평로1가,,,,프레스센터빌딩
100768,003,서울특별시,중구,태평로1가,,,,파이낸스빌딩
100756,003,서울특별시,중구,태평로1가,,,,조선일보사건물
100745,003,서울특별시,중구,태평로1가,,,,서울신문사빌딩
100864,001,서울특별시,중구,태평로2가,,,1~119,
100767,003,서울특별시,중구,태평로2가,,,,태평로빌딩
100716,003,서울특별시,중구,태평로2가,,,,삼성생명빌딩
100733,003,서울특별시,중구,태평로2가,,,,한화손해보험
100742,003,서울특별시,중구,태평로2가,,,,삼성본관빌딩
100724,003,서울특별시,중구,태평로2가,,,,대경빌딩
100102,001,서울특별시,중구,태평로2가,,,,
100865,001,서울특별시,중구,태평로2가,,,120~341,
100866,001,서울특별시,중구,필동1가,,,1~44,
100728,003,서울특별시,중구,필동1가,,,,매일경제신문사빌딩
100271,001,서울특별시,중구,필동1가,,,,
100867,001,서울특별시,중구,필동1가,,,45~51,
100272,001,서울특별시,중구,필동2가,,,,
100273,001,서울특별시,중구,필동3가,,,,
100715,005,서울특별시,중구,필동3가,,,,동국대학교
100868,001,서울특별시,중구,황학동,,,1~365,
100440,001,서울특별시,중구,황학동,,,,
100871,001,서울특별시,중구,황학동,,,1519~2539,
100869,001,서울특별시,중구,황학동,,,366~757,
100870,001,서울특별시,중구,황학동,,,758~1518,
100899,012,서울특별시,중구,황학동,,,,롯데캐슬베네치아아파트 (101~106동)
100872,001,서울특별시,중구,회현동1가,,,1~41,
100874,001,서울특별시,중구,회현동1가,,,148~202,
100952,003,서울특별시,중구,회현동1가,,,,인송빌딩
100792,003,서울특별시,중구,회현동1가,,,,우리은행본점
100051,001,서울특별시,중구,회현동1가,,,,
100875,001,서울특별시,중구,회현동1가,,,203,
100873,001,서울특별시,중구,회현동1가,,,42~147,
100881,053,서울특별시,중구,회현동1가,,,,메사빌딩
100876,001,서울특별시,중구,회현동2가,,,1~48,
100725,003,서울특별시,중구,회현동2가,,,,프라임타워
100877,001,서울특별시,중구,회현동2가,,,49~60,
100052,001,서울특별시,중구,회현동2가,,,,
100053,001,서울특별시,중구,회현동3가,,,,
100771,003,서울특별시,중구,회현동3가,,,,화이자타워
100878,001,서울특별시,중구,흥인동,,,1~8,
100957,003,서울특별시,중구,흥인동,,,,현대우일타운
100879,001,서울특별시,중구,흥인동,,,9~100,
100955,003,서울특별시,중구,흥인동,,,,한성프라자
100430,001,서울특별시,중구,흥인동,,,,
100956,003,서울특별시,중구,흥인동,,,,현대우일프라자
100880,001,서울특별시,중구,흥인동,,,101~158,
100690,006,서울특별시,중구,,,,9000~9099,서울중앙우체국사서함
100607,006,서울특별시,중구,,,,700~799,서울중앙우체국사서함
100641,006,서울특별시,중구,,,,4100~4199,서울중앙우체국사서함
100640,006,서울특별시,중구,,,,4000~4099,서울중앙우체국사서함
100639,006,서울특별시,중구,,,,3900~3999,서울중앙우체국사서함
100638,006,서울특별시,중구,,,,3800~3899,서울중앙우체국사서함
100637,006,서울특별시,중구,,,,3700~3799,서울중앙우체국사서함
100636,006,서울특별시,중구,,,,3600~3699,서울중앙우체국사서함
100635,006,서울특별시,중구,,,,3500~3599,서울중앙우체국사서함
100634,006,서울특별시,중구,,,,3400~3499,서울중앙우체국사서함
100633,006,서울특별시,중구,,,,3300~3399,서울중앙우체국사서함
100689,006,서울특별시,중구,,,,8900~8999,서울중앙우체국사서함
100688,006,서울특별시,중구,,,,8800~8899,서울중앙우체국사서함
100687,006,서울특별시,중구,,,,8700~8799,서울중앙우체국사서함
100686,006,서울특별시,중구,,,,8600~8699,서울중앙우체국사서함
100685,006,서울특별시,중구,,,,8500~8599,서울중앙우체국사서함
100684,006,서울특별시,중구,,,,8400~8499,서울중앙우체국사서함
100683,006,서울특별시,중구,,,,8300~8399,서울중앙우체국사서함
100682,006,서울특별시,중구,,,,8200~8299,서울중앙우체국사서함
100681,006,서울특별시,중구,,,,8100~8199,서울중앙우체국사서함
100680,006,서울특별시,중구,,,,8000~8099,서울중앙우체국사서함
100679,006,서울특별시,중구,,,,7900~7999,서울중앙우체국사서함
100678,006,서울특별시,중구,,,,7800~7899,서울중앙우체국사서함
100677,006,서울특별시,중구,,,,7700~7799,서울중앙우체국사서함
100676,006,서울특별시,중구,,,,7600~7699,서울중앙우체국사서함
100675,006,서울특별시,중구,,,,7500~7599,서울중앙우체국사서함
100674,006,서울특별시,중구,,,,7400~7499,서울중앙우체국사서함
100673,006,서울특별시,중구,,,,7300~7399,서울중앙우체국사서함
100672,006,서울특별시,중구,,,,7200~7299,서울중앙우체국사서함
100671,006,서울특별시,중구,,,,7100~7199,서울중앙우체국사서함
100670,006,서울특별시,중구,,,,7000~7099,서울중앙우체국사서함
100669,006,서울특별시,중구,,,,6900~6999,서울중앙우체국사서함
100668,006,서울특별시,중구,,,,6800~6899,서울중앙우체국사서함
100699,006,서울특별시,중구,,,,9900~9999,서울중앙우체국사서함
100698,006,서울특별시,중구,,,,9800~9899,서울중앙우체국사서함
100697,006,서울특별시,중구,,,,9700~9799,서울중앙우체국사서함
100696,006,서울특별시,중구,,,,9600~9699,서울중앙우체국사서함
100695,006,서울특별시,중구,,,,9500~9599,서울중앙우체국사서함
100694,006,서울특별시,중구,,,,9400~9499,서울중앙우체국사서함
100693,006,서울특별시,중구,,,,9300~9399,서울중앙우체국사서함
100692,006,서울특별시,중구,,,,9200~9299,서울중앙우체국사서함
100691,006,서울특별시,중구,,,,9100~9199,서울중앙우체국사서함
100667,006,서울특별시,중구,,,,6700~6799,서울중앙우체국사서함
100666,006,서울특별시,중구,,,,6600~6699,서울중앙우체국사서함
100665,006,서울특별시,중구,,,,6500~6599,서울중앙우체국사서함
100664,006,서울특별시,중구,,,,6400~6499,서울중앙우체국사서함
100663,006,서울특별시,중구,,,,6300~6399,서울중앙우체국사서함
100662,006,서울특별시,중구,,,,6200~6299,서울중앙우체국사서함
100661,006,서울특별시,중구,,,,6100~6199,서울중앙우체국사서함
100660,006,서울특별시,중구,,,,6000~6099,서울중앙우체국사서함
100659,006,서울특별시,중구,,,,5900~5999,서울중앙우체국사서함
100658,006,서울특별시,중구,,,,5800~5899,서울중앙우체국사서함
100657,006,서울특별시,중구,,,,5700~5799,서울중앙우체국사서함
100656,006,서울특별시,중구,,,,5600~5699,서울중앙우체국사서함
100655,006,서울특별시,중구,,,,5500~5599,서울중앙우체국사서함
100654,006,서울특별시,중구,,,,5400~5499,서울중앙우체국사서함
100653,006,서울특별시,중구,,,,5300~5399,서울중앙우체국사서함
100652,006,서울특별시,중구,,,,5200~5299,서울중앙우체국사서함
100651,006,서울특별시,중구,,,,5100~5199,서울중앙우체국사서함
100650,006,서울특별시,중구,,,,5000~5099,서울중앙우체국사서함
100649,006,서울특별시,중구,,,,4900~4999,서울중앙우체국사서함
100648,006,서울특별시,중구,,,,4800~4899,서울중앙우체국사서함
100647,006,서울특별시,중구,,,,4700~4799,서울중앙우체국사서함
100646,006,서울특별시,중구,,,,4600~4699,서울중앙우체국사서함
100645,006,서울특별시,중구,,,,4500~4599,서울중앙우체국사서함
100644,006,서울특별시,중구,,,,4400~4499,서울중앙우체국사서함
100643,006,서울특별시,중구,,,,4300~4399,서울중앙우체국사서함
100642,006,서울특별시,중구,,,,4200~4299,서울중앙우체국사서함
100632,006,서울특별시,중구,,,,3200~3299,서울중앙우체국사서함
